case_id,case_title,source_batch,bucket,candidate_id,title,verification_status,topic_relation,recommended_action,matched_keywords,missing_keywords,reason,url,doi,year,venue,authors
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,core,c-5190ff71,Polar R-CNN: End-to-End Lane Detection With Fewer Anchors_supp1-3564979.pdf,verified,,keep,,,2/4 axes directly match topic atoms,,,,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,core,c-55690dab,A FIVE-ERA TAXONOMY AND BENCHMARK FRAMEWORK FOR LANE DETECTION: FROM CLASSICAL HEURISTICS TO VISION FOUNDATION MODELS IN,verified,,keep,,,2/4 axes directly match topic atoms,,,2026,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,core,c-652854ee,Gradient Map Based Lane Detection Using CNN and RNN,verified,,keep,,,2/4 axes directly match topic atoms,,,2020,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,core,c-6f4196a1,xuanandsix/CLRNet-onnxruntime-and-tensorrt-demo,not_found,,quarantine,,,off_topic per evidence_consistency audit,,,,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,core,c-bc8a26fb,ENet-21: An Optimized light CNN Structure for Lane Detection,verified,,keep,,,3/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,core,c-e058aa41,pandamax/Lane-Detection-Based-PINet,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,baseline,c-0adcec08,Learning Lightweight Lane Detection CNNs by Self Attention Distillation,verified,,keep,,,3/4 axes directly match topic atoms,,,2019,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,baseline,c-401ed340,MrLee12138/lane_det,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,baseline,c-5190ff71,Polar R-CNN: End-to-End Lane Detection With Fewer Anchors_supp1-3564979.pdf,verified,,keep,,,2/4 axes directly match topic atoms,,,,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,baseline,c-6f4196a1,xuanandsix/CLRNet-onnxruntime-and-tensorrt-demo,not_found,,quarantine,,,off_topic per evidence_consistency audit,,,,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,baseline,c-bc8a26fb,ENet-21: An Optimized light CNN Structure for Lane Detection,verified,,keep,,,3/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,baseline,c-e058aa41,pandamax/Lane-Detection-Based-PINet,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,parallel,c-1a877d73,HSDF-Lane: Height-Aligned Signed Distance Field with Semantic Lane Prior for 3D Lane Detection,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2026,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,parallel,c-1f3b9045,Design and Optimization of CNN for Lane Detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2020,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,parallel,c-34bdfe3f,LDNet: End-to-End Lane Marking Detection Approach Using a Dynamic Vision Sensor,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2020,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,parallel,c-35f633bb,Real time lane detection using CNN,verified,,keep,,,2/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,parallel,c-3d97da30,CNN-based lane detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,parallel,c-652854ee,Gradient Map Based Lane Detection Using CNN and RNN,verified,,keep,,,2/4 axes directly match topic atoms,,,2020,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,parallel,c-74d77b10,minghanz/LaneDetection_End2End_test,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,parallel,c-ac55d4cd,RONELD: Robust Neural Network Output Enhancement for Active Lane Detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2020,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,parallel,c-c3848df5,Cascade R-CNN: High Quality Object Detection and Instance Segmentation,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2019,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,parallel,c-c533e3ed,A Novel Solution to the Real-Time Lane Detection and Tracking Problem for Autonomous Vehicles by Using Faster R-CNN and Mask R-CNN,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-060,基于深度学习的车道线检测方法研究,r5,parallel,c-f41ba29b,Agnostic Lane Detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2019,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,core,c-0a2da79e,Large-scale 6D Object Pose Estimation Dataset for Industrial Bin-Picking,verified,,keep,,,2/4 axes directly match topic atoms,,,2019,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,core,c-10a380e4,Pickalo: Leveraging 6D Pose Estimation for Low-Cost Industrial Bin Picking,verified,,keep,,,2/4 axes directly match topic atoms,,,2026,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,core,c-1deef742,ZeroBP: Learning Position-Aware Correspondence for Zero-shot 6D Pose Estimation in Bin-Picking,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,core,c-2bdf76b0,Multi-Layer Feature Exchange Transformer for Multi-View 6D Object Pose Estimation in Robot Bin Picking,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,core,c-351b35de,A High Accuracy and Recall Rate 6D Pose Estimation Method Using Point Pair Features for Bin-picking,verified,,keep,,,2/4 axes directly match topic atoms,,,2022,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,core,c-54a2723c,Hybrid Method for 6D Pose Estimation in Bin-Picking Scenarios,verified,,keep,,,2/4 axes directly match topic atoms,,,2026,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,core,c-56fa380c,CEPB dataset: a photorealistic dataset to foster the research on bin picking in cluttered environments,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,core,c-68fe19ea,SDT-6D: Fully Sparse Depth-Transformer for Staged End-to-End 6D Pose Estimation in Industrial Multi-View Bin Picking,verified,,keep,,,2/4 axes directly match topic atoms,,,2026,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,core,c-765acc7d,Real Time and Robust 6D Pose Estimation of RGBD Data for Robotic Bin Picking,verified,,keep,,,2/4 axes directly match topic atoms,,,2019,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,core,c-c7f1bd7c,Object detection and Autoencoder-based 6D pose estimation for highly cluttered Bin Picking,verified,,keep,,,2/4 axes directly match topic atoms,,,2021,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,core,c-f7c420ac,MetaGraspNetV2: All-in-One Dataset Enabling Fast and Reliable Robotic Bin Picking via Object Relationship Reasoning and ,verified,,keep,,,2/4 axes directly match topic atoms,,,,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,baseline,c-10a380e4,Pickalo: Leveraging 6D Pose Estimation for Low-Cost Industrial Bin Picking,verified,,keep,,,2/4 axes directly match topic atoms,,,2026,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,baseline,c-1deef742,ZeroBP: Learning Position-Aware Correspondence for Zero-shot 6D Pose Estimation in Bin-Picking,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,baseline,c-2bdf76b0,Multi-Layer Feature Exchange Transformer for Multi-View 6D Object Pose Estimation in Robot Bin Picking,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,baseline,c-351b35de,A High Accuracy and Recall Rate 6D Pose Estimation Method Using Point Pair Features for Bin-picking,verified,,keep,,,2/4 axes directly match topic atoms,,,2022,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,baseline,c-68fe19ea,SDT-6D: Fully Sparse Depth-Transformer for Staged End-to-End 6D Pose Estimation in Industrial Multi-View Bin Picking,verified,,keep,,,2/4 axes directly match topic atoms,,,2026,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,baseline,c-765acc7d,Real Time and Robust 6D Pose Estimation of RGBD Data for Robotic Bin Picking,verified,,keep,,,2/4 axes directly match topic atoms,,,2019,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,baseline,c-c7f1bd7c,Object detection and Autoencoder-based 6D pose estimation for highly cluttered Bin Picking,verified,,keep,,,2/4 axes directly match topic atoms,,,2021,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,parallel,c-103594aa,Learning Point Cloud Representations with Pose Continuity for Depth-Based Category-Level 6D Object Pose Estimation,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,parallel,c-54a2723c,Hybrid Method for 6D Pose Estimation in Bin-Picking Scenarios,verified,,keep,,,2/4 axes directly match topic atoms,,,2026,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,parallel,c-908e7360,High-resolution open-vocabulary object 6D pose estimation,verified,,keep,,,2/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,parallel,c-94621184,Revisiting Fully Convolutional Geometric Features for Object 6D Pose Estimation,verified,,keep,,,2/4 axes directly match topic atoms,,,2023,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,parallel,c-b56535b1,Bin Picking System using Object Recognition based on Automated Synthetic Dataset Generation,verified,,keep,,,1 axis directly matches — partial fit,,,2018,,
ENG-THESIS-063,基于3D视觉的机械臂无序抓取系统研究,batch3,parallel,c-c0389af7,MR6D: Benchmarking 6D Pose Estimation for Mobile Robots,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-064,面向复杂道路场景的车辆目标检测算法研究与实现,r5,core,c-2d75e0bd,An Optimized YOLOv5 Based Approach For Real-time Vehicle Detection At Road Intersections Using Fisheye Cameras,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-064,面向复杂道路场景的车辆目标检测算法研究与实现,r5,core,c-4b48a5af,Comparing YOLOv5 Variants for Vehicle Detection: A Performance Analysis,verified,,keep,,,2/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-064,面向复杂道路场景的车辆目标检测算法研究与实现,r5,core,c-6e0c23e7,YOLO-Z: Improving small object detection in YOLOv5 for autonomous vehicles,verified,,keep,,,2/4 axes directly match topic atoms,,,2021,,
ENG-THESIS-064,面向复杂道路场景的车辆目标检测算法研究与实现,r5,baseline,c-2d75e0bd,An Optimized YOLOv5 Based Approach For Real-time Vehicle Detection At Road Intersections Using Fisheye Cameras,verified,,keep,,,2/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-064,面向复杂道路场景的车辆目标检测算法研究与实现,r5,baseline,c-4b48a5af,Comparing YOLOv5 Variants for Vehicle Detection: A Performance Analysis,verified,,keep,,,2/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-064,面向复杂道路场景的车辆目标检测算法研究与实现,r5,baseline,c-6e0c23e7,YOLO-Z: Improving small object detection in YOLOv5 for autonomous vehicles,verified,,keep,,,2/4 axes directly match topic atoms,,,2021,,
ENG-THESIS-064,面向复杂道路场景的车辆目标检测算法研究与实现,r5,parallel,c-2e49680c,Intelligent driving vehicle front multi-target tracking and detection based on YOLOv5 and point cloud 3D projection,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-064,面向复杂道路场景的车辆目标检测算法研究与实现,r5,parallel,c-7077eeb4,Car Detection using Unmanned Aerial Vehicles: Comparison between Faster R-CNN and YOLOv3,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2018,,
ENG-THESIS-064,面向复杂道路场景的车辆目标检测算法研究与实现,r5,parallel,c-fd4cb3f9,Vehicle detection with sub-class training using R-CNN for the UA-DETRAC benchmark,verified,,keep,,,2/4 axes directly match topic atoms,,,2017,,
ENG-THESIS-066,面向自动驾驶中多模态融合感知算法的攻击和防御,batch3,baseline,c-3ede7464,Optimal Sensor Data Fusion Architecture for Object Detection in Adverse Weather Conditions,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2018,,
ENG-THESIS-066,面向自动驾驶中多模态融合感知算法的攻击和防御,batch3,baseline,c-4c94c77f,3D Object Detection for Autonomous Driving: A Comprehensive Survey,verified,,keep,,,2/4 axes directly match topic atoms,,,2022,,
ENG-THESIS-066,面向自动驾驶中多模态融合感知算法的攻击和防御,batch3,baseline,c-bd2f52cc,IS-Fusion: Instance-Scene Collaborative Fusion for Multimodal 3D Object Detection,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-066,面向自动驾驶中多模态融合感知算法的攻击和防御,batch3,baseline,c-f0ccf87c,A Deep Learning-based Radar and Camera Sensor Fusion Architecture for Object Detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2020,,
ENG-THESIS-066,面向自动驾驶中多模态融合感知算法的攻击和防御,batch3,parallel,c-302162cd,PVAFN: Point-Voxel Attention Fusion Network with Multi-Pooling Enhancing for 3D Object Detection,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-066,面向自动驾驶中多模态融合感知算法的攻击和防御,batch3,parallel,c-f51080d8,Multimodal Sensor Fusion for Real-Time Object Detection,verified,,keep,,,3/4 axes directly match topic atoms,,,2026,,
ENG-THESIS-072,基于深度学习的动态SLAM研究,r5,core,c-3f68798c,MLP-SLAM: Multilayer Perceptron-Based Simultaneous Localization and Mapping,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-072,基于深度学习的动态SLAM研究,r5,core,c-4e29ea98,DynoSAM: Open-Source Smoothing and Mapping Framework for Dynamic SLAM,verified,,keep,,,3/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-072,基于深度学习的动态SLAM研究,r5,core,c-6c2e7d38,BPC-SLAM: Part-Level Dynamic Suppression and Structure-Constrained RGB-D SLAM for Human-Centric Dynamic Environments,verified,,keep,,,2/4 axes directly match topic atoms,,,2026,,
ENG-THESIS-072,基于深度学习的动态SLAM研究,r5,core,c-84f699c7,DS-SLAM: A Semantic Visual SLAM towards Dynamic Environments,verified,,keep,,,2/4 axes directly match topic atoms,,,2018,,
ENG-THESIS-072,基于深度学习的动态SLAM研究,r5,core,c-af234913,A Monocular Dynamic SLAM Algorithm Based on Deep Learning,verified,,keep,,,2/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-072,基于深度学习的动态SLAM研究,r5,core,c-ef0b2f05,VAR-SLAM: Visual Adaptive and Robust SLAM for Dynamic Environments,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-072,基于深度学习的动态SLAM研究,r5,core,c-f62e729e,REDO-SLAM: Robust Efficient Dynamic Optical Flow-Based SLAM with Deep Reinforcement Learning,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,2024,,
ENG-THESIS-072,基于深度学习的动态SLAM研究,r5,baseline,c-84f699c7,DS-SLAM: A Semantic Visual SLAM towards Dynamic Environments,verified,,keep,,,2/4 axes directly match topic atoms,,,2018,,
ENG-THESIS-072,基于深度学习的动态SLAM研究,r5,baseline,c-af234913,A Monocular Dynamic SLAM Algorithm Based on Deep Learning,verified,,keep,,,2/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-072,基于深度学习的动态SLAM研究,r5,parallel,c-3f68798c,MLP-SLAM: Multilayer Perceptron-Based Simultaneous Localization and Mapping,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-072,基于深度学习的动态SLAM研究,r5,parallel,c-4e29ea98,DynoSAM: Open-Source Smoothing and Mapping Framework for Dynamic SLAM,verified,,keep,,,3/4 axes directly match topic atoms,,,2025,,
ENG-THESIS-072,基于深度学习的动态SLAM研究,r5,parallel,c-54cc74b7,DRM-SLAM: Robust Visual SLAM Based on Dynamic Region Mask for Dynamic Scenes,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2023,,
ENG-THESIS-072,基于深度学习的动态SLAM研究,r5,parallel,c-6c2e7d38,BPC-SLAM: Part-Level Dynamic Suppression and Structure-Constrained RGB-D SLAM for Human-Centric Dynamic Environments,verified,,keep,,,2/4 axes directly match topic atoms,,,2026,,
ENG-THESIS-072,基于深度学习的动态SLAM研究,r5,parallel,c-ef0b2f05,VAR-SLAM: Visual Adaptive and Robust SLAM for Dynamic Environments,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-072,基于深度学习的动态SLAM研究,r5,parallel,c-f62e729e,REDO-SLAM: Robust Efficient Dynamic Optical Flow-Based SLAM with Deep Reinforcement Learning,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,2024,,
ENG-THESIS-073,面向汽车自动驾驶的模拟图像生成技术及应用研究,r6,baseline,c-1c38c3f9,Cityscapes,not_found,,quarantine,,,off_topic per evidence_consistency audit,,,,,
ENG-THESIS-073,面向汽车自动驾驶的模拟图像生成技术及应用研究,r6,parallel,c-4f56d910,Large-scale Simulated Dataset for Aerial Image Deblurring based on DOTA Dataset,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,2020,,
ENG-THESIS-073,面向汽车自动驾驶的模拟图像生成技术及应用研究,r6,parallel,c-c44ce341,Asymmetric GAN for Unpaired Image-to-image Translation,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2019,,
ENG-THESIS-074,基于深度学习的混凝土桥梁裂缝检测研究,r1,core,c-635ae36b,YOLOv5-W Bridge Crack Real-Time Detection Algorithm,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-074,基于深度学习的混凝土桥梁裂缝检测研究,r1,core,c-78f2b59c,YOLOv5s-GTB: light-weighted and improved YOLOv5s for bridge crack detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2022,,
ENG-THESIS-074,基于深度学习的混凝土桥梁裂缝检测研究,r1,baseline,c-635ae36b,YOLOv5-W Bridge Crack Real-Time Detection Algorithm,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2024,,
ENG-THESIS-074,基于深度学习的混凝土桥梁裂缝检测研究,r1,baseline,c-78f2b59c,YOLOv5s-GTB: light-weighted and improved YOLOv5s for bridge crack detection,verified,,keep,,,2/4 axes directly match topic atoms,,,2022,,
ENG-THESIS-074,基于深度学习的混凝土桥梁裂缝检测研究,r1,parallel,c-5255eb49,Research on Tunnel Crack Detection Algorithm Based on Improved YOLOv5,verified,,keep,,,2/4 axes directly match topic atoms,,,2023,,
ENG-THESIS-074,基于深度学习的混凝土桥梁裂缝检测研究,r1,parallel,c-6331c607,Road Crack Defect Detection Based on Improved YOLOv5,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2023,,
ENG-THESIS-074,基于深度学习的混凝土桥梁裂缝检测研究,r1,parallel,c-8414feca,Research on Freeway Surface Crack Detection Based on Improved ViT-YOLOv5,verified,,keep,,,2/4 axes directly match topic atoms,,,2023,,
ENG-THESIS-074,基于深度学习的混凝土桥梁裂缝检测研究,r1,parallel,c-9f36d402,Runway Crack Detection Based on YOLOV5,verified,,keep,,,2/4 axes directly match topic atoms,,,2021,,
ENG-THESIS-074,基于深度学习的混凝土桥梁裂缝检测研究,r1,parallel,c-ad7b6238,Road Crack Detection Algorithm Based on Improved YOLOV5 Model,verified,,keep,,,2/4 axes directly match topic atoms,,,2024,,
ENG-THESIS-075,基于深度学习的混凝土路面裂缝检测研究,r1,core,c-a2eaf549,Concrete Pavement Crack Detection and Classification Using Deep Convolutional Neural Network with Grid Search Optimizati,metadata_mismatch,,quarantine,,,title and abstract share <5% tokens — likely two different papers glued together (e.g. crossref metadata mismatch),,,2024,,
ENG-THESIS-075,基于深度学习的混凝土路面裂缝检测研究,r1,baseline,c-a2eaf549,Concrete Pavement Crack Detection and Classification Using Deep Convolutional Neural Network with Grid Search Optimizati,metadata_mismatch,,quarantine,,,title and abstract share <5% tokens — likely two different papers glued together (e.g. crossref metadata mismatch),,,2024,,
ENG-THESIS-075,基于深度学习的混凝土路面裂缝检测研究,r1,baseline,c-ba09135d,dimitrisdais/crack_detection_CNN_masonry,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,,,
ENG-THESIS-075,基于深度学习的混凝土路面裂缝检测研究,r1,baseline,c-be4c661c,Automatic crack classification and segmentation on masonry surfaces using convolutional neural networks and transfer learning,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-075,基于深度学习的混凝土路面裂缝检测研究,r1,parallel,c-4688647b,Ash08Thaty/Crack-Detection-for-Structural-Health-Monitoring-using-Deep-Learning,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-075,基于深度学习的混凝土路面裂缝检测研究,r1,parallel,c-487fdd8c,antialopezg/Crack-detection-railway-axles-deep-learning,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-075,基于深度学习的混凝土路面裂缝检测研究,r1,parallel,c-79d484e5,ankursingh4455/crack_detection_of_roads.github.io,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-079,基于结构光的隧道裂缝检测技术研究与实现,r6,core,c-687f613b,Concrete crack detection and quantification using deep learning and structured light,verified,,keep,,,2/4 axes directly match topic atoms,,,2020,,
ENG-THESIS-079,基于结构光的隧道裂缝检测技术研究与实现,r6,baseline,c-687f613b,Concrete crack detection and quantification using deep learning and structured light,verified,,keep,,,2/4 axes directly match topic atoms,,,2020,,
ENG-THESIS-079,基于结构光的隧道裂缝检测技术研究与实现,r6,baseline,c-8f2634b2,Ash08Thaty/Crack-Detection-for-Structural-Health-Monitoring-using-Deep-Learning,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-079,基于结构光的隧道裂缝检测技术研究与实现,r6,baseline,c-bfdfda4b,dimitrisdais/crack_detection_CNN_masonry,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-079,基于结构光的隧道裂缝检测技术研究与实现,r6,parallel,c-5a1358f3,Automatic crack classification and segmentation on masonry surfaces using convolutional neural networks and transfer learning,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-079,基于结构光的隧道裂缝检测技术研究与实现,r6,parallel,c-67f0da11,Sub-dataset Generation and Matching for Crack Detection on Brick Walls using Convolutional Neural Networks,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2026,,
ENG-THESIS-079,基于结构光的隧道裂缝检测技术研究与实现,r6,parallel,c-6c433e9b,Deep Learning‐Based Crack Damage Detection Using Convolutional Neural Networks,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-079,基于结构光的隧道裂缝检测技术研究与实现,r6,parallel,c-a249e8b4,antialopezg/Crack-detection-railway-axles-deep-learning,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-080,基于三维重建裂缝损伤检测算法研究,r2,baseline,c-10243d7d,MP-SfM: Monocular Surface Priors for Robust Structure-from-Motion,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,2025,,
ENG-THESIS-080,基于三维重建裂缝损伤检测算法研究,r2,baseline,c-67c21c0e,dimitrisdais/crack_detection_CNN_masonry,verified,,keep,,,1/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-080,基于三维重建裂缝损伤检测算法研究,r2,baseline,c-83f43d30,MASt3R-SfM: a Fully-Integrated Solution for Unconstrained Structure-from-Motion,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,2024,,
ENG-THESIS-080,基于三维重建裂缝损伤检测算法研究,r2,baseline,c-b8fcadf0,Automatic crack classification and segmentation on masonry surfaces using convolutional neural networks and transfer learning,verified,,keep,,,3/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-080,基于三维重建裂缝损伤检测算法研究,r2,parallel,c-69ac7818,Light3R-SfM: Towards Feed-forward Structure-from-Motion,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,2025,,
ENG-THESIS-080,基于三维重建裂缝损伤检测算法研究,r2,parallel,c-7bfa60d1,SfM-TTR: Using Structure from Motion for Test-Time Refinement of Single-View Depth Networks,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2022,,
ENG-THESIS-080,基于三维重建裂缝损伤检测算法研究,r2,parallel,c-b98f4cb0,Dense-SfM: Structure from Motion with Dense Consistent Matching,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-080,基于三维重建裂缝损伤检测算法研究,r2,parallel,c-c106f4d1,ETH3D,not_found,,quarantine,,,off_topic per evidence_consistency audit,,,,,
ENG-THESIS-083,基于多分辨率网络的桥梁裂缝分割算法研究,r6,core,c-0d2a8044,dacl10k: Benchmark for Semantic Bridge Damage Segmentation,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,2024,,
ENG-THESIS-083,基于多分辨率网络的桥梁裂缝分割算法研究,r6,core,c-83cc7650,Image-Based Autonomous Concrete Crack Semantic Segmentation Using the Deep Fully Convolutional Encoder-Decoder Network f,verified,,keep,,,2/4 axes directly match topic atoms,,,2021,,
ENG-THESIS-083,基于多分辨率网络的桥梁裂缝分割算法研究,r6,baseline,c-0d2a8044,dacl10k: Benchmark for Semantic Bridge Damage Segmentation,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,2024,,
ENG-THESIS-083,基于多分辨率网络的桥梁裂缝分割算法研究,r6,baseline,c-39d8172f,Rethinking Atrous Convolution for Semantic Image Segmentation,verified,,keep,,,2/4 axes proxy-match — adjacent topic,,,,,
ENG-THESIS-083,基于多分辨率网络的桥梁裂缝分割算法研究,r6,baseline,c-55e4e192,Research on the application of semantic segmentation in pavement crack images,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2025,,
ENG-THESIS-083,基于多分辨率网络的桥梁裂缝分割算法研究,r6,baseline,c-83cc7650,Image-Based Autonomous Concrete Crack Semantic Segmentation Using the Deep Fully Convolutional Encoder-Decoder Network f,verified,,keep,,,2/4 axes directly match topic atoms,,,2021,,
ENG-THESIS-083,基于多分辨率网络的桥梁裂缝分割算法研究,r6,baseline,c-e337cfa9,Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,,,
ENG-THESIS-083,基于多分辨率网络的桥梁裂缝分割算法研究,r6,parallel,c-344a0549,SegNeXt: Rethinking Convolutional Attention Design for Semantic Segmentation,verified,,keep,,,1 direct + 2 proxy axis — strong topical fit,,,2022,,
ENG-THESIS-083,基于多分辨率网络的桥梁裂缝分割算法研究,r6,parallel,c-854e5c78,Semantic Segmentation Using Generative Knowledge Distillation for Crack Detection,verified,,keep,,,1 direct + 1 proxy axis — strong topical fit,,,2024,,
